"date","djia","ftse"
2009-04-17,8131.33,4092.8
2009-04-20,7841.73,3990.9
2009-04-21,7969.56,3987.5
2009-04-22,7886.57,4030.7
2009-04-23,7957.06,4018.2
2009-04-24,8076.29,4156
2009-04-27,8025,4167
2009-04-28,8016.95,4096.4
2009-04-29,8185.73,4189.6
2009-04-30,8168.12,4243.7
2009-05-01,8212.41,4243.2
2009-05-05,8410.65,4336.9
2009-05-06,8512.28,4396.5
2009-05-07,8409.85,4398.7
2009-05-08,8574.65,4462.1
2009-05-11,8418.77,4435.5
2009-05-12,8469.11,4425.5
2009-05-13,8284.89,4331.4
2009-05-14,8331.32,4362.6
2009-05-15,8268.64,4348.1
2009-05-18,8504.08,4446.5
2009-05-19,8474.85,4482.3
2009-05-20,8422.04,4468.4
2009-05-21,8292.13,4345.5
2009-05-22,8277.32,4365.3
2009-05-26,8473.49,4411.7
2009-05-27,8300.02,4416.2
2009-05-28,8403.8,4387.5
2009-05-29,8500.33,4417.9
2009-06-01,8721.44,4506.2
2009-06-02,8740.87,4477
2009-06-03,8675.24,4383.4
2009-06-04,8750.24,4386.9
2009-06-05,8763.13,4438.6
2009-06-08,8764.49,4405.2
2009-06-09,8763.06,4404.8
2009-06-10,8739.02,4436.8
2009-06-11,8770.92,4461.9
2009-06-12,8799.26,4442
2009-06-15,8612.13,4326
2009-06-16,8504.67,4328.6
2009-06-17,8497.18,4278.5
2009-06-18,8555.6,4280.9
2009-06-19,8539.73,4345.9
2009-06-22,8339.01,4234
2009-06-23,8322.91,4230
2009-06-24,8299.86,4280
2009-06-25,8472.4,4252.6
2009-06-26,8438.39,4241
2009-06-29,8529.38,4294
2009-06-30,8447,4249.2
2009-07-01,8504.06,4340.7
2009-07-02,8280.74,4234.3
2009-07-06,8324.87,4194.9
2009-07-07,8163.6,4187
2009-07-08,8178.41,4140.2
2009-07-09,8183.17,4158.7
2009-07-10,8146.52,4127.2
2009-07-13,8331.68,4202.1
2009-07-14,8359.49,4237.7
2009-07-15,8616.21,4346.5
2009-07-16,8711.82,4361.8
2009-07-17,8743.94,4388.8
2009-07-20,8848.15,4443.6
2009-07-21,8915.94,4481.2
2009-07-22,8881.26,4493.7
2009-07-23,9069.29,4559.8
2009-07-24,9093.24,4576.6
2009-07-27,9108.51,4586.1
2009-07-28,9096.72,4528.8
2009-07-29,9070.72,4547.5
2009-07-30,9154.46,4631.6
2009-07-31,9171.61,4608.4
2009-08-03,9286.56,4682.5
2009-08-04,9320.19,4671.4
2009-08-05,9280.97,4647.1
2009-08-06,9256.26,4690.5
2009-08-07,9370.07,4731.6
2009-08-10,9337.95,4722.2
2009-08-11,9241.45,4671.3
2009-08-12,9361.61,4716.8
2009-08-13,9398.19,4755.5
2009-08-14,9321.4,4714
2009-08-17,9135.34,4645
2009-08-18,9217.94,4685.8
2009-08-19,9279.16,4689.7
2009-08-20,9350.05,4756.6
2009-08-21,9505.96,4850.9
2009-08-24,9509.28,4896.2
2009-08-25,9539.29,4916.8
2009-08-26,9543.52,4890.6
2009-08-27,9580.63,4869.4
2009-08-28,9544.2,4908.9
2009-09-01,9310.6,4819.7
2009-09-02,9280.67,4817.5
2009-09-03,9344.61,4796.8
2009-09-04,9441.27,4851.7
2009-09-08,9497.34,4947.3
2009-09-09,9547.22,5004.3
2009-09-10,9627.48,4987.7
2009-09-11,9605.41,5011.5
2009-09-14,9626.8,5018.9
2009-09-15,9683.41,5042.1
2009-09-16,9791.71,5124.1
2009-09-17,9783.92,5164
2009-09-18,9820.2,5172.9
2009-09-21,9778.86,5134.4
2009-09-22,9829.87,5142.6
2009-09-23,9748.55,5139.4
2009-09-24,9707.44,5079.3
2009-09-25,9665.19,5082.2
2009-09-28,9789.36,5165.7
2009-09-29,9742.2,5159.7
2009-09-30,9712.28,5133.9
2009-10-01,9509.28,5047.8
2009-10-02,9487.67,4988.7
2009-10-05,9599.75,5024.3
2009-10-06,9731.25,5138
2009-10-07,9725.58,5108.9
2009-10-08,9786.87,5154.6
2009-10-09,9864.94,5161.9
2009-10-12,9885.8,5210.2
2009-10-13,9871.06,5154.1
2009-10-14,10015.86,5256.1
2009-10-15,10062.94,5223
2009-10-16,9995.91,5190.2
2009-10-19,10092.19,5281.5
2009-10-20,10041.48,5243.4
2009-10-21,9949.36,5257.9
2009-10-22,10081.31,5207.4
2009-10-23,9972.18,5242.6
2009-10-26,9867.96,5191.7
2009-10-27,9882.17,5201
2009-10-28,9762.69,5080.4
2009-10-29,9962.58,5137.7
2009-10-30,9712.73,5044.5
2009-11-02,9789.44,5104.5
2009-11-03,9771.91,5037.2
2009-11-04,9802.14,5107.9
2009-11-05,10005.96,5125.6
2009-11-06,10023.42,5142.7
2009-11-09,10226.94,5235.2
2009-11-10,10246.97,5230.5
2009-11-11,10291.26,5266.8
2009-11-12,10197.47,5276.5
2009-11-13,10270.47,5296.4
2009-11-16,10406.96,5382.7
2009-11-17,10437.42,5345.9
2009-11-18,10426.31,5342.1
2009-11-19,10332.44,5267.7
2009-11-20,10318.16,5251.4
2009-11-23,10450.95,5355.5
2009-11-24,10433.71,5324
2009-11-25,10464.4,5364.8
2009-11-27,10309.92,5245.7
2009-11-30,10344.84,5190.7
2009-12-01,10471.58,5312.2
2009-12-02,10452.68,5327.4
2009-12-03,10366.15,5313
2009-12-04,10388.9,5322.4
2009-12-07,10390.11,5310.7
2009-12-08,10285.97,5223.1
2009-12-09,10337.05,5203.9
2009-12-10,10405.83,5244.4
2009-12-11,10471.5,5261.6
2009-12-14,10501.05,5315.3
2009-12-15,10452,5285.8
2009-12-16,10441.12,5320.3
2009-12-17,10308.26,5217.6
2009-12-18,10328.89,5196.8
2009-12-21,10414.14,5294
2009-12-22,10464.93,5328.7
2009-12-23,10466.44,5372.4
2009-12-24,10520.1,5402.4
2009-12-29,10545.41,5437.6
2009-12-30,10548.51,5397.9
2009-12-31,10428.05,5412.9
2010-01-04,10583.96,5500.3
2010-01-05,10572.02,5522.5
2010-01-06,10573.68,5530
2010-01-07,10606.86,5526.7
2010-01-08,10618.19,5534.2
2010-01-11,10663.99,5538.1
2010-01-12,10627.26,5498.7
2010-01-13,10680.77,5473.5
2010-01-14,10710.55,5498.2
2010-01-15,10609.65,5455.4
2010-01-19,10725.43,5513.1
2010-01-20,10603.15,5420.8
2010-01-21,10389.88,5335.1
2010-01-22,10172.98,5303
2010-01-25,10196.86,5260.3
2010-01-26,10194.29,5276.9
2010-01-27,10236.16,5217.5
2010-01-28,10120.46,5145.7
2010-01-29,10067.33,5188.5
2010-02-01,10185.53,5247.4
2010-02-02,10296.85,5283.3
2010-02-03,10270.55,5253.1
2010-02-04,10002.18,5139.3
2010-02-05,10012.23,5060.9
2010-02-08,9908.39,5092.3
2010-02-09,10058.64,5111.8
2010-02-10,10038.38,5132
2010-02-11,10144.19,5161.5
2010-02-12,10099.14,5142.5
2010-02-16,10268.81,5244.1
2010-02-17,10309.24,5276.6
2010-02-18,10392.9,5325.1
2010-02-19,10402.35,5358.2
2010-02-22,10383.38,5352.1
2010-02-23,10282.41,5315.1
2010-02-24,10374.16,5342.9
2010-02-25,10321.03,5278.2
2010-02-26,10325.26,5354.5
2010-03-01,10403.79,5405.9
2010-03-02,10405.98,5484.1
2010-03-03,10396.76,5533.2
2010-03-04,10444.14,5527.2
2010-03-05,10566.2,5599.8
2010-03-08,10552.52,5606.7
2010-03-09,10564.38,5602.3
2010-03-10,10567.33,5640.6
